LOCAL HEALTH UNIT,OPERATION NAME,ADDRESS,CITY,STATE,ZIP,MUNCIPALITY,COUNTY,VENDOR TYPE,CREATION DATE,LOCATION
Suffolk,WALDBAUM'S,60 E.HOFFMAN AVE.,LINDENHURST,NY,11757,BABYLON,SUFFOLK,GROCERY SUPERMARKET,05/09/2016,"60 E.HOFFMAN AVE.
LINDENHURST, NY 11757
(40.68782984400008, -73.37128525599996)"
Ulster,STEWART'S SHOP #156,193 BROADWAY,PORT EWEN,NY,12466,ESOPUS,ULSTER,CONVENIENCE/GAS,05/09/2016,"193 BROADWAY
PORT EWEN, NY 12466
(41.90536504600004, -73.97599122699995)"
Schenectady,RITE AID,1108 STATE  STREET,SCHENECTADY,NY,12307,SCHENECTADY,SCHENECTADY,PHARMACY,05/09/2016,"1108 STATE STREET
SCHENECTADY, NY 12307
(42.80078462500006, -73.92708518899997)"
Suffolk,ULTRA,571 W. MONTAUK HWY,LINDENHURST,NY,11757,BABYLON,SUFFOLK,BAR/LOUNGE,05/09/2016,"571 W. MONTAUK HWY
LINDENHURST, NY 11757
(40.67237445500007, -73.37778043499998)"
Suffolk,WHITE'S DRUG & DEPARTMENT STORE,95 ON THE PLAZA,MONTAUK,NY,11954,E. HAMPTON,SUFFOLK,PHARMACY,05/09/2016,"95 ON THE PLAZA
MONTAUK, NY 11954
(41.03524988300006, -71.94420801599995)"
Suffolk,11-Jul,1236 MONYAUK HWY,,NY,,BROOKHAVEN,SUFFOLK,CONVENIENCE STORE,05/09/2016,"1236 MONYAUK HWY
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,EXXON,515 E MAIN STREET,BAYSHORE,NY,11706,ISLIP,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"515 E MAIN STREET
BAYSHORE, NY 11706
(40.72727808600007, -73.23149546299999)"
Suffolk,GULF,1979 VETERANS HWY,,NY,,ISLIP,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"1979 VETERANS HWY
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,FAMILY DOLLAR STORE #4489,29 ROCKY POINT YAPHANK  ROAD,ROCKY POINT,NY,11778,BROOKHAVEN,SUFFOLK,CONVENIENCE STORE,05/09/2016,"29 ROCKY POINT YAPHANK ROAD
ROCKY POINT, NY 11778
(40.942076401000065, -72.94069734799996)"
Suffolk,HAMPTON DELI,887 FLANDERS RD,,NY,,SOUTHAMPTON,SUFFOLK,DELICATESSEN,05/09/2016,"887 FLANDERS RD
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,VALERO,620 MONTAUK HWY,EAST MORICHES,NY,11940,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"620 MONTAUK HWY
EAST MORICHES, NY 11940
(40.80030460200004, -72.77080776999998)"
Suffolk,THRIFTY BEVERAGE CENTER,650 ROUTE 25A,ROCKY POINT,NY,11778,BROOKHAVEN,SUFFOLK,LIQUOR/BEVERAGE STORE,05/09/2016,"650 ROUTE 25A
ROCKY POINT, NY 11778
(40.94756279400008, -72.92220826899995)"
Suffolk,GOSSIP RESTAURANT & CIGAR BAR,602 BROADHOLLOW RD,MELVILLE,NY,11747,HUNTINGTON,SUFFOLK,BAR/LOUNGE,05/09/2016,"602 BROADHOLLOW RD
MELVILLE, NY 11747
(40.761938728000075, -73.42311386899996)"
Tompkins,PETE'S GROCERY & DELI,805 W. BUFFALO STREET,ITHACA,NY,14850,ITHACA,TOMPKINS,CONVENIENCE/GAS,05/09/2016,"805 W. BUFFALO STREET
ITHACA, NY 14850
(42.44085159100007, -76.51297057199997)"
Suffolk,HAPPY TIMES TOBACCO,130 W SUNRISE HWY,,NY,,BABYLON,SUFFOLK,TOBACCO RETAIL,05/09/2016,"130 W SUNRISE HWY
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,VALERO,1274 MIDDLE COUNTRY RD,SELDEN,NY,11784,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"1274 MIDDLE COUNTRY RD
SELDEN, NY 11784
(40.862460500000054, -73.05678635599998)"
Suffolk,SUNOCO,1580 STRAIGHT PATH,WYANDANCH,NY,11798,BABYLON,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"1580 STRAIGHT PATH
WYANDANCH, NY 11798
(40.75493620200007, -73.36002003199997)"
Suffolk,11-Jul,550 PORTION RD,,NY,,BROOKHAVEN,SUFFOLK,CONVENIENCE STORE,05/09/2016,"550 PORTION RD
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,SWIFTWAY BEER & SODA,1602 RTE 112 ROUTE,MEDFORD,NY,11763,BROOKHAVEN,SUFFOLK,LIQUOR/BEVERAGE STORE,05/09/2016,"1602 RTE 112 ROUTE
MEDFORD, NY 11763
(40.796698787000025, -73.00642974199997)"
Ulster,STEWART'S SHOP #245,6331 RT 309,KERHONKSON,NY,12446,WAWARSING,ULSTER,CONVENIENCE/GAS,05/09/2016,"6331 RT 309
KERHONKSON, NY 12446
(41.775059774000056, -74.29891511299996)"
Suffolk,MOBIL,2111 DEER PARK AVE,,NY,,BABYLON,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"2111 DEER PARK AVE
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,ST. JAMES STAR GAS,889 MIDDLE COUNTRY RD.,ST. JAMES,NY,11780,SMITHTOWN,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"889 MIDDLE COUNTRY RD.
ST. JAMES, NY 11780
(40.86134826500006, -73.14343239699997)"
Suffolk,SUNSHINE DELI,525 NEIGHBORHOOD ROAD,SHIRLEY,NY,11967,BROOKHAVEN,SUFFOLK,GROCERY SUPERMARKET,05/09/2016,"525 NEIGHBORHOOD ROAD
SHIRLEY, NY 11967
(40.75987883000005, -72.86906019699995)"
Ulster,TETTAS FOOD PORT,2082 COUNTY RD 3,OLIVERBRIDGE,NY,12461,OLIVE,ULSTER,CONVENIENCE STORE,05/09/2016,"2082 COUNTY RD 3
OLIVERBRIDGE, NY 12461
(41.892697586000054, -74.28745968999993)"
Suffolk,DAIRY BARN,227 MEDFORD AVE,,NY,,BROOKHAVEN,SUFFOLK,CONVENIENCE STORE,05/09/2016,"227 MEDFORD AVE
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,LUKOIL,170 BAY SHORE RD,N. BABYLON,NY,11703,BABYLON,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"170 BAY SHORE RD
N. BABYLON, NY 11703
(40.74731477700004, -73.31880326299995)"
Suffolk,RITE AID,901 MONTAUK HWY,COPIAGUE,NY,11726,BABYLON,SUFFOLK,PHARMACY,05/09/2016,"901 MONTAUK HWY
COPIAGUE, NY 11726
(40.669063583000025, -73.39268442099996)"
Suffolk,KING KULLEN,1235 MIDDLE COUNTRY RD,,NY,,BROOKHAVEN,SUFFOLK,GROCERY SUPERMARKET,05/09/2016,"1235 MIDDLE COUNTRY RD
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,TEE TO GREEN,50 S. FAIRVIEW AVE,MONTAUK,NY,11954,E. HAMPTON,SUFFOLK,OTHER,05/09/2016,"50 S. FAIRVIEW AVE
MONTAUK, NY 11954
(41.04823759200008, -71.93214964299995)"
Suffolk,50% OFF CARDS,496 WEST  MONTAUK HWY HIGHWAY,LINDENHURST,NY,11757,BABYLON,SUFFOLK,STATIONERY STORE,05/09/2016,"496 WEST MONTAUK HWY HIGHWAY
LINDENHURST, NY 11757
(40.67355263700006, -73.37520789799999)"
Suffolk,7-11 #25053A,1074 MOTOR PKWY.,CENTRAL ISLIP,NY,11722,ISLIP,SUFFOLK,CONVENIENCE STORE,05/09/2016,"1074 MOTOR PKWY.
CENTRAL ISLIP, NY 11722
(40.80301576900007, -73.21224253399998)"
Tompkins,SPEEDSVILLE GENERAL STORE,36 MILL ROAD,BERKSHIRE,NY,13736,CAROLINE,TOMPKINS,CONVENIENCE/GAS,05/09/2016,"36 MILL ROAD
BERKSHIRE, NY 13736
(42.305752247000044, -76.25144228799996)"
Suffolk,LAKE AVE DELI,250 LAKE AVE,,NY,,SMITHTOWN,SUFFOLK,DELICATESSEN,05/09/2016,"250 LAKE AVE
NY
(42.57956696000008, -75.80910585699996)"
Tompkins,TOPS #522 EXPRESS,2300 NORTH TRIPHAMMER  ROAD,ITHACA,NY,14850,LANSING,TOMPKINS,CONVENIENCE/GAS,05/09/2016,"2300 NORTH TRIPHAMMER ROAD
ITHACA, NY 14850
(42.48210099500005, -76.48463761199997)"
Suffolk,FISHERMAN'S DELI,1315 ROUTE 25,,NY,,SOUTHAMPTON,SUFFOLK,DELICATESSEN,05/09/2016,"1315 ROUTE 25
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,EMPIRE MINI MART,640 ROUTE 58,,NY,,SOUTHAMPTON,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"640 ROUTE 58
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,7-ELEVEN #32211A,2810 ROUTE 112,MEDFORD,NY,11763,BROOKHAVEN,SUFFOLK,CONVENIENCE STORE,05/09/2016,"2810 ROUTE 112
MEDFORD, NY 11763
(40.82699532400005, -72.99517650799999)"
Suffolk,QUICK CHEK #141,2686 MIDDLE COUNTRY RD,LAKE GROVE 11755,NY,11755,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"2686 MIDDLE COUNTRY RD
LAKE GROVE 11755, NY 11755
(40.86088467800005, -73.11783865699994)"
Westchester,"SEDKAM, INC.",171 NORTH HIGHLAND AVENUE,OSSINING,NY,10562,OSSINING,WESTCHESTER,CONVENIENCE/GAS,05/09/2016,"171 NORTH HIGHLAND AVENUE
OSSINING, NY 10562
(41.169881358000055, -73.86418679499997)"
Ulster,K & V PETROLEUM CORP.,895 ULSTER AVENUE,KINGSTON,NY,12401,ULSTER,ULSTER,CONVENIENCE/GAS,05/09/2016,"895 ULSTER AVENUE
KINGSTON, NY 12401
(41.955221477000066, -73.99445733399995)"
Suffolk,ABBEY ROAD TOBACCO & VAPOR,63 LARKFIELD RD.,EAST NORTHPORT,NY,11731,HUNTINGTON,SUFFOLK,TOBACCO RETAIL,05/09/2016,"63 LARKFIELD RD.
EAST NORTHPORT, NY 11731
(40.87987209200003, -73.32558783499996)"
Suffolk,7-11 #26250A,501 LARKFIELD RD.,EAST NORTHPORT,NY,11731,HUNTINGTON,SUFFOLK,CONVENIENCE STORE,05/09/2016,"501 LARKFIELD RD.
EAST NORTHPORT, NY 11731
(40.86452084800004, -73.32095716899994)"
Suffolk,BP,402 ROSEVALE AVE,RONKONKOMA,NY,11779,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"402 ROSEVALE AVE
RONKONKOMA, NY 11779
(40.82364558000006, -73.13028401099996)"
Suffolk,BP,315 W MAIN  STREET,SAYVILLE,NY,11782,ISLIP,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"315 W MAIN STREET
SAYVILLE, NY 11782
(40.73145223700004, -73.09079954699996)"
Suffolk,ROGIA DISCOUNT BEVERAGE,623 SUNRISE HWY.,WEST BABYLON,NY,11704,BABYLON,SUFFOLK,LIQUOR/BEVERAGE STORE,05/09/2016,"623 SUNRISE HWY.
WEST BABYLON, NY 11704
(40.71368796300004, -73.34721081599997)"
Suffolk,NICK'S SMOKE SHOP,170 N. WELLWOOD AVE,LINDENHURST,NY,11757,BABYLON,SUFFOLK,TOBACCO RETAIL,05/09/2016,"170 N. WELLWOOD AVE
LINDENHURST, NY 11757
(40.68826301100006, -73.37487825599999)"
Suffolk,WALDBAUMS,890 WALT WHITMAN ROAD,,NY,,HUNTINGTON,SUFFOLK,GROCERY SUPERMARKET,05/09/2016,"890 WALT WHITMAN ROAD
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,WALGREEN'S #11209,2850 RT. 112,MEDFORD,NY,11763,BROOKHAVEN,SUFFOLK,PHARMACY,05/09/2016,"2850 RT. 112
MEDFORD, NY 11763
(40.828614250000044, -72.99521613599995)"
Suffolk,WALGREENS,102 NORTH MAIN STREET,SAYVILLE,NY,11782,ISLIP,SUFFOLK,PHARMACY,05/09/2016,"102 NORTH MAIN STREET
SAYVILLE, NY 11782
(40.737208434000024, -73.08050989399999)"
Suffolk,GULF,3417  3417 ROUTE 112,MEDFORD,NY,11763,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"3417 3417 ROUTE 112
MEDFORD, NY 11763
(40.84676394100006, -72.99714509399996)"
Ulster,BROADWAY LINK,610 BROADWAY,KINGSTON,NY,12401,KINGSTON,ULSTER,OTHER,05/09/2016,"610 BROADWAY
KINGSTON, NY 12401
(41.92964733600007, -74.00472102399993)"
Suffolk,BP GAS,2665 ROUTE 112,MEDFORD,NY,11763,BROOKHAVEN,SUFFOLK,GAS STATION,05/09/2016,"2665 ROUTE 112
MEDFORD, NY 11763
(40.82090233500003, -72.99820957399999)"
Tompkins,FASTRAC MARKET #256,214 NORTH MEADOW STREET,ITHACA,NY,14850,ITHACA,TOMPKINS,CONVENIENCE/GAS,05/09/2016,"214 NORTH MEADOW STREET
ITHACA, NY 14850
(42.44075718300007, -76.50846811499997)"
Suffolk,MOBIL,1575 ROUTE 58,RIVERHEAD,NY,11901,SOUTHAMPTON,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"1575 ROUTE 58
RIVERHEAD, NY 11901
(40.92946224800005, -72.68242960699996)"
Suffolk,SOUTH FORK DELI,863 COUNTY RD 39,,NY,,SOUTHAMPTON,SUFFOLK,DELICATESSEN,05/09/2016,"863 COUNTY RD 39
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,RITE-AID,405 WILLIAM FLOYD PKWY. PARKWAY,SHIRLEY,NY,11967,BROOKHAVEN,SUFFOLK,PHARMACY,05/09/2016,"405 WILLIAM FLOYD PKWY. PARKWAY
SHIRLEY, NY 11967
(40.780484897000065, -72.86507410799999)"
Suffolk,CUMBERLAND FARMS,13 COUNTY RD 39,SOUTHAMPTON,NY,11968,SOUTHAMPTON,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"13 COUNTY RD 39
SOUTHAMPTON, NY 11968
(40.89643782300004, -72.39890810499998)"
Ulster,ALI PETROLEUM INC.,5790 ROUTE 209,KERHONKSON,NY,12446,ROCHESTER,ULSTER,CONVENIENCE/GAS,05/09/2016,"5790 ROUTE 209
KERHONKSON, NY 12446
(41.78890797300005, -74.26429820399994)"
Suffolk,THE PORT SHOP,126 MAIN STREET,PORT JEFFERSON,NY,11777,BROOKHAVEN,SUFFOLK,STATIONERY STORE,05/09/2016,"126 MAIN STREET
PORT JEFFERSON, NY 11777
(40.94590636200007, -73.06867121099998)"
Westchester,6 ALBA'S DELI GROCERY INC.,6 POST STREET,YONKERS,NY,10701,YONKERS,WESTCHESTER,DELICATESSEN,05/09/2016,"6 POST STREET
YONKERS, NY 10701
(40.919982653000034, -73.89648634299994)"
Suffolk,KINGS DELI (EXXON),3821 VETERANS HIGHWAY,RONKONKOMA,NY,11779,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"3821 VETERANS HIGHWAY
RONKONKOMA, NY 11779
(40.82250575300003, -73.13908073699997)"
Suffolk,7-11 #11211A,722 TOWNLINE RD.,HAUPPAUGE,NY,11788,SMITHTOWN,SUFFOLK,CONVENIENCE STORE,05/09/2016,"722 TOWNLINE RD.
HAUPPAUGE, NY 11788
(40.82631080200008, -73.18787571599995)"
Tompkins,ROGAN'S CONERS,825 DANBY ROAD,ITHACA,NY,14850,ITHACA,TOMPKINS,CONVENIENCE/GAS,05/09/2016,"825 DANBY ROAD
ITHACA, NY 14850
(42.428831442000046, -76.49777317699994)"
Suffolk,VALERO,1651 MONTAUK HIGHWAY,MASTIC,NY,11950,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"1651 MONTAUK HIGHWAY
MASTIC, NY 11950
(40.80633704500008, -72.83799643799995)"
Suffolk,BP,5665 SUNRISE HIGHWAY,HOLBROOK,NY,11741,ISLIP,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"5665 SUNRISE HIGHWAY
HOLBROOK, NY 11741
(40.76806710500006, -73.07115765099996)"
Suffolk,7-ELEVEN,653 MONTAUK HIGHWAY,MONTAUK,NY,11954,E. HAMPTON,SUFFOLK,CONVENIENCE STORE,05/09/2016,"653 MONTAUK HIGHWAY
MONTAUK, NY 11954
(41.031867014000056, -71.94916127599998)"
Suffolk,UNIVERSAL MART,2222 ROUTE 112,MEDFORD,NY,11763,BROOKHAVEN,SUFFOLK,CONVENIENCE STORE,05/09/2016,"2222 ROUTE 112
MEDFORD, NY 11763
(40.81433180000005, -73.00070346899997)"
Westchester,J & D DELI BODEGA GROCERY CORP,68 HERRIOT STREET,YONKERS,NY,10705,YONKERS,WESTCHESTER,DELICATESSEN,05/09/2016,"68 HERRIOT STREET
YONKERS, NY 10705
(40.927916958000026, -73.89938897399998)"
Suffolk,RITE AID,864 MIDDLE COUNTRY RD,MIDDLE ISLAND,NY,11953,BROOKHAVEN,SUFFOLK,PHARMACY,05/09/2016,"864 MIDDLE COUNTRY RD
MIDDLE ISLAND, NY 11953
(40.88382225200007, -72.93898239499998)"
Ulster,SPEEDWAY #07722,399 ROUTE 212,SAUGERTIES,NY,12477,SAUGERTIES,ULSTER,CONVENIENCE/GAS,05/09/2016,"399 ROUTE 212
SAUGERTIES, NY 12477
(42.08345349700005, -73.97540785099994)"
Rockland,THRUWAY DELI,328 WEST ROUTE 59,NANUET,NY,10954,CLARKSTOWN,ROCKLAND,DELICATESSEN,05/09/2016,"328 WEST ROUTE 59
NANUET, NY 10954
(41.10160356200004, -74.02582469099997)"
Suffolk,VILLAGE CIGAR HEADQUARTERS,90 E MAIN STREET,PATCHOGUE,NY,11772,BROOKHAVEN,SUFFOLK,TOBACCO RETAIL,05/09/2016,"90 E MAIN STREET
PATCHOGUE, NY 11772
(40.76569291200008, -73.01292875199994)"
Suffolk,SMOKE SHOP,"1070 MIDDLE COUNTRY RD, SUITE 5",SELDEN,NY,11784,BROOKHAVEN,SUFFOLK,TOBACCO RETAIL,05/09/2016,"1070 MIDDLE COUNTRY RD, SUITE 5
SELDEN, NY 11784
(40.86335298300003, -73.05091699299999)"
Suffolk,PETE'S EASY STOP FOOD MARKET,1337 STRAIGHT PATH,WYANDANCH,NY,11798,BABYLON,SUFFOLK,DELICATESSEN,05/09/2016,"1337 STRAIGHT PATH
WYANDANCH, NY 11798
(40.740870132000055, -73.36740803299995)"
Suffolk,KING KULLEN,1170 DEER PARK AVE.,,NY,,BABYLON,SUFFOLK,GROCERY SUPERMARKET,05/09/2016,"1170 DEER PARK AVE.
NY
(42.57956696000008, -75.80910585699996)"
Rockland,202 MINIMART & DELI,135 RAMAPO ROAD,GARNERVILLE,NY,10923,HAVERSTRAW,ROCKLAND,CONVENIENCE STORE,05/09/2016,"135 RAMAPO ROAD
GARNERVILLE, NY 10923
(41.20204309600007, -73.99195726399995)"
Suffolk,GULF,86 EAST SUNRISE HIGHWAY,LINDENHURST,NY,11757,BABYLON,SUFFOLK,GAS STATION,05/09/2016,"86 EAST SUNRISE HIGHWAY
LINDENHURST, NY 11757
(40.70110486100003, -73.37896694799997)"
Schoharie,SMOKERS CHOICE,703 EAST MAIN  STREET,"COBLESKILL, NY",NY,12043,COBLESKILL,SCHOHARIE,TOBACCO RETAIL,05/09/2016,"703 EAST MAIN STREET
COBLESKILL, NY, NY 12043
(42.679266176000056, -74.47784612699996)"
Suffolk,WILLOW CREEK GOLF & COUNTRY,1 CLUBHOUSE DR.,MOUNT SINAI,NY,11766,BROOKHAVEN,SUFFOLK,OTHER,05/09/2016,"1 CLUBHOUSE DR.
MOUNT SINAI, NY 11766
(40.924448107000046, -72.99576121899997)"
Ulster,KRS PETROL INC.,4131 STATE ROUTE 28,BOICEVILLE,NY,12412,OLIVE,ULSTER,CONVENIENCE/GAS,05/09/2016,"4131 STATE ROUTE 28
BOICEVILLE, NY 12412
(42.00854464400004, -74.26773070099995)"
Suffolk,SPEEDWAY,412 ROUTE 25A,NORTHPORT,NY,11768,HUNTINGTON,SUFFOLK,GAS STATION,05/09/2016,"412 ROUTE 25A
NORTHPORT, NY 11768
(40.904859749000025, -73.27603569799999)"
Suffolk,WAVERLY GAS & FOOD MART,455 WAVERLY AVE,,NY,,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"455 WAVERLY AVE
NY
(42.57956696000008, -75.80910585699996)"
Westchester,LUCILA E RAMON,163  LEXINGTON  AVENUE,MOUNT KISCO,NY,10549,MT. KISCO,WESTCHESTER,CONVENIENCE STORE,05/09/2016,"163 LEXINGTON AVENUE
MOUNT KISCO, NY 10549
(41.202527958000076, -73.73090801399997)"
Ulster,"CHEESE N' THINGS, INC.",9014 ROUTE 28,PINE HILL,NY,12465,SHANDAKEN,ULSTER,CONVENIENCE STORE,05/09/2016,"9014 ROUTE 28
PINE HILL, NY 12465
(42.13138374000005, -74.47554885999995)"
Suffolk,MOBIL,3239 SUNRISE HWY.,ISLIP TERRACE,NY,11752,ISLIP,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"3239 SUNRISE HWY.
ISLIP TERRACE, NY 11752
(40.746818259000065, -73.17504400299998)"
Suffolk,MELVILLE DELI,90 BROADHOLLOW ROAD,,NY,,HUNTINGTON,SUFFOLK,GAS STATION,05/09/2016,"90 BROADHOLLOW ROAD
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,RITE AID,397 SUNRISE HWY HIGHWAY,PATCHOGUE,NY,11772,BROOKHAVEN,SUFFOLK,PHARMACY,05/09/2016,"397 SUNRISE HWY HIGHWAY
PATCHOGUE, NY 11772
(40.76578944200003, -73.01252896699998)"
Suffolk,7-11 #25160A,660 W. MONTAUK HWY.,WEST BABYLONE,NY,11704,BABYLON,SUFFOLK,CONVENIENCE STORE,05/09/2016,"660 W. MONTAUK HWY.
WEST BABYLONE, NY 11704
(40.68561375300004, -73.34638445299998)"
Ulster,RITE AID #10710,236 MAIN STREET,NEW PALTZ,NY,12561,NEW PALTZ,ULSTER,PHARMACY,05/09/2016,"236 MAIN STREET
NEW PALTZ, NY 12561
(41.744074553000075, -74.07345138199997)"
Suffolk,STOP & SHOP,454 FORT SALONGA RD.,NORTHPORT,NY,11768,HUNTINGTON,SUFFOLK,GROCERY SUPERMARKET,05/09/2016,"454 FORT SALONGA RD.
NORTHPORT, NY 11768
(40.89270329400006, -73.33862002999996)"
Tioga,NOOR MINI MART,12482 STATE ROUTE 38,BERKSHIRE,NY,13736,BERKSHIRE,TIOGA,CONVENIENCE/GAS,05/09/2016,"12482 STATE ROUTE 38
BERKSHIRE, NY 13736
(42.30415779600003, -76.18669688899996)"
Suffolk,TRACK GAS,310 NEIGHBORHOOD ROAD,MASTIC BEACH,NY,11951,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"310 NEIGHBORHOOD ROAD
MASTIC BEACH, NY 11951
(40.76295274300003, -72.85427630199996)"
Suffolk,FAMILY DOLLAR STORE,349 HORSEBLOCK RD,FARMINGVILLE,NY,11738,BROOKHAVEN,SUFFOLK,CONVENIENCE STORE,05/09/2016,"349 HORSEBLOCK RD
FARMINGVILLE, NY 11738
(40.83652567900003, -73.05015661199997)"
Tompkins,QUIK SHOPPE,317 THIRD STREET,ITHACA,NY,14850,ITHACA,TOMPKINS,CONVENIENCE/GAS,05/09/2016,"317 THIRD STREET
ITHACA, NY 14850
(42.44715946000008, -76.50567549599998)"
Suffolk,STOP AND SHOP,194 W MONTAUK HWY,HAMPTON BAYS,NY,11946,SOUTHAMPTON,SUFFOLK,BAR/LOUNGE,05/09/2016,"194 W MONTAUK HWY
HAMPTON BAYS, NY 11946
(40.87369684200007, -72.53754748899996)"
Tompkins,TOPS MARKETS #522,2300 NORTH TRIPHAMMER ROAD,ITHACA,NY,14850,LANSING,TOMPKINS,GROCERY SUPERMARKET,05/09/2016,"2300 NORTH TRIPHAMMER ROAD
ITHACA, NY 14850
(42.48210099500005, -76.48463761199997)"
Suffolk,SHELL,498 HAWKINS AVE.,RONKONKOMA,NY,11779,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"498 HAWKINS AVE.
RONKONKOMA, NY 11779
(40.826212085000066, -73.10748733699995)"
Tompkins,COVERED BRIDGE MARKET,176 MAIN STREET,NEWFIELD,NY,14867,NEWFIELD,TOMPKINS,CONVENIENCE STORE,05/09/2016,"176 MAIN STREET
NEWFIELD, NY 14867
(42.36234590200007, -76.59012191099998)"
Suffolk,SHOP RITE,64 ROUTE 109 ROUTE,WEST BABYLON,NY,11704,BABYLON,SUFFOLK,GROCERY SUPERMARKET,05/09/2016,"64 ROUTE 109 ROUTE
WEST BABYLON, NY 11704
(40.70514099400003, -73.34635782299995)"
Ulster,CITGO,3492 MAIN STREET,STONE RIDGE,NY,12484,MARBLETOWN,ULSTER,CONVENIENCE/GAS,05/09/2016,"3492 MAIN STREET
STONE RIDGE, NY 12484
(41.854112592000035, -74.13807206799999)"
Ulster,PLATTEKILL CORNERS GENERAL STORE INC,18 PLATTEKILL ARDONIA  ROAD,PLATTEKILL,NY,12568,PLATTEKILL,ULSTER,CONVENIENCE STORE,05/09/2016,"18 PLATTEKILL ARDONIA ROAD
PLATTEKILL, NY 12568
(41.617394286000035, -74.07589913499999)"
Suffolk,FAMILY DOLLAR,222 PORTION RD,RONKONKOMA,NY,11779,BROOKHAVEN,SUFFOLK,CONVENIENCE STORE,05/09/2016,"222 PORTION RD
RONKONKOMA, NY 11779
(40.82685969000005, -73.10421977099998)"
Suffolk,LINDY'S SMOKE SHOP,260 E SUNRISE HWY,,NY,,BABYLON,SUFFOLK,TOBACCO RETAIL,05/09/2016,"260 E SUNRISE HWY
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,CITGO,500 RT. 109,LINDENHURST,NY,11757,BABYLON,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"500 RT. 109
LINDENHURST, NY 11757
(40.71163429300003, -73.37036997099995)"
Schenectady,ADEEB'S DELI & GROCERY,766 EASTERN  AVENUE,SCHENECTADY,NY,12308,SCHENECTADY,SCHENECTADY,CONVENIENCE STORE,05/09/2016,"766 EASTERN AVENUE
SCHENECTADY, NY 12308
(42.81279438100006, -73.92983431599998)"
Suffolk,MAE'S MARKET,161 RAILROAD AVENUE,RIVERHEAD,NY,11901,SOUTHAMPTON,SUFFOLK,CONVENIENCE STORE,05/09/2016,"161 RAILROAD AVENUE
RIVERHEAD, NY 11901
(40.91963812400007, -72.66664863999995)"
Suffolk,MEDFORD SMOKE SHOP,2594 ROUTE 112,MEDFORD,NY,11763,BROOKHAVEN,SUFFOLK,TOBACCO RETAIL,05/09/2016,"2594 ROUTE 112
MEDFORD, NY 11763
(40.81862446100007, -72.99962185299995)"
Suffolk,KING KULLEN,460-12 COUNTY RD 111,,NY,,BROOKHAVEN,SUFFOLK,GROCERY SUPERMARKET,05/09/2016,"460-12 COUNTY RD 111
NY
(42.57956696000008, -75.80910585699996)"
Suffolk,EXXON,894 RT. 109,LINDENHURST,NY,11757,BABYLON,SUFFOLK,CONVENIENCE/GAS,05/09/2016,"894 RT. 109
LINDENHURST, NY 11757
(40.71500986700005, -73.38824954099994)"
Suffolk,GOTHAM SMOKE,1271 MIDDLE COUNTRY RD,MIDDLE ISLAND,NY,11953,BROOKHAVEN,SUFFOLK,TOBACCO RETAIL,05/09/2016,"1271 MIDDLE COUNTRY RD
MIDDLE ISLAND, NY 11953
(40.88687481100004, -72.92042242399998)"
